"date","survey_type","observers","daily_sheet","run","bay","direction_travel","dist_travel_m","run_time_sec","vessel_speed_mps","current_speed_mps","time_block","set_start","set_end","NEW_set_start","NEW_set_end","run_time","shift_seg","trap_type","depth_ft","mod_stat","sockeye_smolt_total","sockeye_smolt_release","sockeye_fry_total","sockeye_fry_release","comments_tally","USID","env_index","RPM","time","wx_description","cc_perc","brightness","precipitation","surface_chop","water_temp_C","air_temp_C","water_clarity_in","debris","flow_in","flow_out","flow_ms","flow_diff","comments_env","discharge_m3s","run_time_min","vt_net_type","species_ID_field","life_stage_field","ID","DNA_vial","fork_mm","size_class_mm","weight_g","AFC","histo_sample","histo_jar","spag_tag","comments_bio","Verified","fish_ID_DNA","GSI_submitted","reason_not_submitted","GSI_processed","reason_not_processed","GSI_received","reason_not_received","species_ID_DNA","ID_error","ID_current_20180327","tally_df_adj","fish_ID_DNA2","CU1_number","CU1_name","CU1_prob","CU2_number","CU2_name","CU2_prob","CU3_number","CU3_name","CU3_prob","CU4_number","CU4_name","CU4_prob","CU5_number","CU5_name","CU5_prob","fish_ID_test1","fish_ID_test2","CU_assgn1_60","CU_diff_assgn1_2","CU_diff_assgn1_2_20","CU_rule","CU_assigned","CU_chilko_combo_prob","CU_chilko_combo_method","CU_chilko_gr_th_60","CU_final","UFID"
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R8","B11","US",446,906,0.492,0.508,"08:00-08:59",839,854,"8:39","8:54","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R8-B11-Vertical-12","20170417-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R8","B11","US",446,906,0.492,0.508,"08:00-08:59",839,854,"8:39","8:54","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R8-B11-Vertical-0","20170417-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R9","B2","US",570,941,0.606,0.394,"09:00-09:59",900,915,"9:00","9:15","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R9-B2-Vertical-6","20170417-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R9","B2","US",570,941,0.606,0.394,"09:00-09:59",900,915,"9:00","9:15","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R9-B2-Vertical-0","20170417-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R10","B6","US",299,864,0.346,0.654,"09:00-09:59",923,938,"9:23","9:38","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R10-B6-Vertical-6","20170417-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R10","B6","US",299,864,0.346,0.654,"09:00-09:59",923,938,"9:23","9:38","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R10-B6-Vertical-0","20170417-R10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R11","B11","US",685,964,0.711,0.289,"09:00-09:59",943,958,"9:43","9:58","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R11-B11-Vertical-6","20170417-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R11","B11","US",685,964,0.711,0.289,"09:00-09:59",943,958,"9:43","9:58","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R11-B11-Vertical-0","20170417-R11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R12","B2","US",505,888,0.569,0.431,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R12-B2-Vertical-12","20170417-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R12","B2","US",505,888,0.569,0.431,"10:00-10:59",1005,1020,"10:05","10:20","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R12-B2-Vertical-0","20170417-R12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R13","B6","US",217,864,0.251,0.749,"10:00-10:59",1025,1040,"10:25","10:40","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R13-B6-Vertical-12","20170417-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R13","B6","US",217,864,0.251,0.749,"10:00-10:59",1025,1040,"10:25","10:40","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R13-B6-Vertical-0","20170417-R13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R14","B11","US",461,914,0.504,0.496,"10:00-10:59",1043,1058,"10:43","10:58","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R14-B11-Vertical-12","20170417-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R14","B11","US",461,914,0.504,0.496,"10:00-10:59",1043,1058,"10:43","10:58","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R14-B11-Vertical-0","20170417-R14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R15","B2","US",528,1003,0.526,0.474,"11:00-11:59",1103,1118,"11:03","11:18","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R15-B2-Vertical-6","20170417-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R15","B2","US",528,1003,0.526,0.474,"11:00-11:59",1103,1118,"11:03","11:18","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R15-B2-Vertical-0","20170417-R15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R16","B6","US",284,956,0.297,0.703,"11:00-11:59",1125,1140,"11:25","11:40","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R16-B6-Vertical-6","20170417-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R16","B6","US",284,956,0.297,0.703,"11:00-11:59",1125,1140,"11:25","11:40","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R16-B6-Vertical-0","20170417-R16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R17","B11","US",565,928,0.609,0.391,"11:00-11:59",1145,1200,"11:45","12:00","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R17-B11-Vertical-6","20170417-R17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R17","B11","US",565,928,0.609,0.391,"11:00-11:59",1145,1200,"11:45","12:00","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R17-B11-Vertical-0","20170417-R17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R18","B2","US",499,926,0.539,0.461,"12:00-12:59",1206,1221,"12:06","12:21","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R18-B2-Vertical-12","20170417-R18","1200",1207,"Overcast - dark clouds","100%","Medium","None","C","5","14","10","L","22825","24966","0.959","-0.96","",2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R18","B2","US",499,926,0.539,0.461,"12:00-12:59",1206,1221,"12:06","12:21","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R18-B2-Vertical-0","20170417-R18","1200",1207,"Overcast - dark clouds","100%","Medium","None","C","5","14","10","L","22825","24966","0.959","-0.96","",2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R19","B6","US",179,931,0.192,0.808,"12:00-12:59",1227,1242,"12:27","12:42","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R19-B6-Vertical-12","20170417-R19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R19","B6","US",179,931,0.192,0.808,"12:00-12:59",1227,1242,"12:27","12:42","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R19-B6-Vertical-0","20170417-R19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R20","B11","US",422,942,0.448,0.552,"12:00-12:59",1245,1300,"12:45","13:00","0:15",1,"Vertical",12,"Modified",0,0,0,0,"","20170417-R20-B11-Vertical-12","20170417-R20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R20","B11","US",422,942,0.448,0.552,"12:00-12:59",1245,1300,"12:45","13:00","0:15",1,"Vertical",0,"Modified",0,0,0,0,"","20170417-R20-B11-Vertical-0","20170417-R20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R21","B2","US",473,910,0.52,0.48,"13:00-13:59",1306,1321,"13:06","13:21","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R21-B2-Vertical-6","20170417-R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R21","B2","US",473,910,0.52,0.48,"13:00-13:59",1306,1321,"13:06","13:21","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R21-B2-Vertical-0","20170417-R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R22","B6","US",202,837,0.241,0.759,"13:00-13:59",1328,1343,"13:28","13:43","0:15",1,"Vertical",6,"Modified",0,0,0,0,"","20170417-R22-B6-Vertical-6","20170417-R22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-17,"8 Hrs","RG/GB/CK/KL",1,"R22","B6","US",202,837,0.241,0.759,"13:00-13:59",1328,1343,"13:28","13:43","0:15",1,"Vertical",0,"Modified",NA,NA,NA,NA,"","20170417-R22-B6-Vertical-0","20170417-R22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R1","B6","US",213,1070,0.199,0.801,"06:00-06:59",609,626,"6:09","6:26","0:17",1,"RST",0,"n/a",0,0,0,0,"Extra 2 mins added to run time - forgot to set timer","20170418-R1-B6-RST-0","20170418-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R2","B11","US",331,910,0.364,0.636,"06:00-06:59",630,645,"6:30","6:45","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R2-B11-RST-0","20170418-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R3","B2","US",465,957,0.486,0.514,"06:00-06:59",650,705,"6:50","7:05","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R3-B2-RST-0","20170418-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R4","B6","US",169,856,0.197,0.803,"07:00-07:59",709,724,"7:09","7:24","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R4-B6-RST-0","20170418-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R5","B11","US",508,907,0.56,0.44,"07:00-07:59",728,743,"7:28","7:43","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R5-B11-RST-0","20170418-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R6","B2","US",492,908,0.542,0.458,"07:00-07:59",749,804,"7:49","8:04","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R6-B2-RST-0","20170418-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R7","B6","US",144,939,0.153,0.847,"08:00-08:59",808,823,"8:08","8:23","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R7-B6-RST-0","20170418-R7","1200",804,"Overcast - light breeze","100%","Medium","None","L","5","9.5","11","N","24966","27403","1.091","-1.09","",2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R8","B11","US",398,909,0.438,0.562,"08:00-08:59",828,843,"8:28","8:43","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R8-B11-RST-0","20170418-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-18,"8 Hrs","GB/LK/CK/KL/SK",1,"R9","B2","US",503,895,0.562,0.438,"08:00-08:59",848,903,"8:48","9:03","0:15",1,"RST",0,"n/a",0,0,0,0,"","20170418-R9-B2-RST-0","20170418-R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
